timestamp,joint_positions,joint_velocities,eef_position,eef_orientation,gripper_action,gripper_goal_state
1750851661.2799046,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57152855,-0.19854291,0.28089353","0.9996317,-0.023375023,-0.0132130515,0.003262604",0.0,closed
1750851661.3301246,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5743281,-0.2038926,0.27204457","0.9996753,-0.02293997,-0.010663492,0.0021351455",0.0,closed
1750851661.3797665,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5773748,-0.20778672,0.26266685","0.9997096,-0.022640163,-0.007879636,0.0010822584",0.0,closed
1750851661.4298253,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5801586,-0.21003807,0.2524724","0.99975145,-0.021411752,-0.005802506,-0.00019579772",0.0,closed
1750851661.4798923,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.58265346,-0.21105506,0.24181096","0.9997924,-0.019591294,-0.0048300787,-0.0017831963",0.0,closed
1750851661.530106,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.58507586,-0.21136492,0.23106493","0.99981105,-0.018573131,-0.00408941,-0.003367108",0.0,closed
1750851661.579892,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5878718,-0.21149686,0.2205882","0.99982023,-0.01812838,-0.0022279609,-0.0045970376",0.0,closed
1750851661.6301281,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.59111196,-0.21202129,0.21048297","0.9998282,-0.01767683,0.0013111478,-0.004950857",0.0,closed
1750851661.6801825,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.59463674,-0.21307077,0.20082977","0.99983066,-0.016657611,0.0062198755,-0.0042060814",0.0,closed
1750851661.7302756,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5978598,-0.21384312,0.19153297","0.99983585,-0.013656861,0.011068465,-0.0037998664",0.0,closed
1750851661.7798338,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60007656,-0.21378452,0.18213254","0.9998554,-0.008541283,0.013751508,-0.0047190743",0.0,closed
1750851661.8299115,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6009395,-0.21284729,0.17268282","0.99988365,-0.0021146573,0.013450865,-0.0065198713",0.0,closed
1750851661.8799517,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60075074,-0.21147597,0.16381636","0.9998928,0.0035800338,0.010870364,-0.008869167",0.0,closed
1750851661.9298272,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6007525,-0.2100834,0.15605307","0.9998678,0.008008317,0.00881221,-0.010853232",0.0,closed
1750851661.9798205,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60197127,-0.20942715,0.1501752","0.99983054,0.009971924,0.010085157,-0.011527305",0.0,closed
1750851662.0298903,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6037849,-0.20944096,0.1454686","0.9997905,0.00995753,0.013669715,-0.0113209365",0.0,closed
1750851662.079765,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6052439,-0.2096007,0.14147548","0.9997464,0.0098141935,0.016820945,-0.011094258",0.0,closed
1750851662.1297512,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6059643,-0.20966122,0.13772614","0.9997185,0.009648328,0.018405844,-0.011236015",0.0,closed
1750851662.179842,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60614,-0.20953901,0.13439944","0.9997086,0.009668199,0.01870803,-0.011597683",0.0,closed
1750851662.2300625,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60579103,-0.20915626,0.13184106","0.99971753,0.009805278,0.017718455,-0.012247654",0.0,closed
1750851662.279736,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6053555,-0.20866515,0.13023981","0.99972796,0.0100039905,0.016558522,-0.012841038",0.0,closed
1750851662.3297865,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60515124,-0.2083457,0.12944895","0.99973196,0.010148441,0.01598092,-0.013144845",0.0,closed
1750851662.3799362,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60511994,-0.20814307,0.12915327","0.9997326,0.01027405,0.015770083,-0.013253888",0.0,closed
1750851662.4298012,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6051088,-0.20802866,0.12903455","0.9997327,0.010353483,0.015675643,-0.013298964",0.0,closed
1750851662.4797592,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60504466,-0.20801368,0.1289247","0.99973375,0.010347191,0.0155767165,-0.013338028",0.0,closed
1750851662.529736,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6050207,-0.20795737,0.128886","0.99973375,0.010374533,0.015533758,-0.0133666415",0.0,closed
1750851662.5801423,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6049823,-0.20789751,0.12883478","0.9997341,0.010408387,0.015469244,-0.013391272",0.0,closed
1750851662.6299021,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60484445,-0.20785742,0.12870012","0.9997359,0.01040097,0.015307475,-0.013447498",0.0,closed
1750851662.6798055,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6046038,-0.20775239,0.12844452","0.99973863,0.010418533,0.015015498,-0.013557111",0.0,closed
1750851662.72993,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6043,-0.20756832,0.12809451","0.99974185,0.01047051,0.014609528,-0.01372216",1.0,open
1750851662.7797518,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60388684,-0.20733935,0.12759712","0.99974614,0.01051604,0.014051215,-0.013958183",1.0,open
1750851662.8299935,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6034666,-0.20705019,0.12704635","0.99974954,0.010599639,0.013469418,-0.014223248",1.0,open
1750851662.879808,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6031414,-0.20680659,0.12660189","0.9997515,0.010676822,0.0130262105,-0.014435517",1.0,open
1750851662.9299703,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60310835,-0.2066841,0.12647404","0.99975103,0.010749918,0.012927624,-0.014503282",1.0,open
1750851662.9798136,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60312986,-0.20665593,0.12648511","0.9997507,0.010773422,0.012941477,-0.014500349",1.0,open
1750851663.0298574,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60312897,-0.20662665,0.12647727","0.9997505,0.010787445,0.01292979,-0.014512698",1.0,open
1750851663.0798018,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6031304,-0.2066387,0.12648676","0.9997505,0.010777742,0.012936922,-0.01451111",1.0,open
1750851663.1300893,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60313076,-0.20662917,0.12648764","0.99975044,0.010781965,0.012935568,-0.014515754",1.0,open
1750851663.1798558,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6031406,-0.20664106,0.12651329","0.9997504,0.010774446,0.0129573895,-0.014505495",1.0,open
1750851663.2301686,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60317683,-0.20665658,0.12659386","0.99974996,0.010774475,0.013021625,-0.014476249",1.0,open
1750851663.279872,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60329354,-0.2067169,0.12690164","0.9997485,0.010774146,0.013257888,-0.014358698",1.0,open
1750851663.3300037,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6037375,-0.20686927,0.12789267","0.9997425,0.010800208,0.01404653,-0.014004412",1.0,open
1750851663.3799002,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60463417,-0.2071193,0.12998678","0.9997271,0.010877426,0.015684446,-0.013290967",1.0,open
1750851663.4297578,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.60585845,-0.20746855,0.13349846","0.9996973,0.011005475,0.018237485,-0.012113763",1.0,open
1750851663.479779,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6072979,-0.20786804,0.13846819","0.9996475,0.011261275,0.021536976,-0.010459859",1.0,open
1750851663.5297744,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6089598,-0.2083375,0.14483047","0.9995675,0.011551923,0.025615867,-0.008388177",1.0,open
1750851663.58018,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6110614,-0.20879023,0.15298931","0.99943185,0.011837917,0.030927336,-0.0058721765",1.0,open
1750851663.6302788,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6136695,-0.20869724,0.16302642","0.9992148,0.01262168,0.037368793,-0.0030395733",1.0,open
1750851663.6801264,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6166131,-0.20731679,0.17506787","0.9989122,0.014542448,0.04425032,-0.00012376161",1.0,open
1750851663.7298367,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.619399,-0.20417139,0.18858193","0.99858373,0.01758539,0.05011819,0.002151212",1.0,open
1750851663.779757,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.62187195,-0.19911231,0.20363632","0.99825424,0.02130437,0.05492281,0.0036482287",1.0,open
1750851663.8299177,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6237224,-0.1922848,0.2199488","0.9979911,0.024951184,0.058033925,0.004299746",1.0,open
1750851663.879806,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.62478065,-0.18400653,0.23742223","0.9978307,0.027792512,0.05945168,0.0047052274",1.0,open
1750851663.9300306,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6249419,-0.1742459,0.25568226","0.99779654,0.029718425,0.059082236,0.004830871",1.0,open
1750851663.9797654,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.62419754,-0.16282761,0.27440065","0.99789613,0.030259665,0.057109106,0.0046291505",1.0,open
1750851664.0298085,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.62237155,-0.14978085,0.2929718","0.99812067,0.029525897,0.053484425,0.0042308685",1.0,open
1750851664.0800877,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6196119,-0.13475385,0.31111157","0.9983785,0.028364467,0.0491404,0.0040227897",1.0,open
1750851664.1297789,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6163223,-0.11787647,0.32887197","0.9986159,0.026661428,0.045078777,0.0043000644",1.0,open
1750851664.1798408,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.61255693,-0.09932654,0.3457639","0.9988115,0.025220163,0.041334305,0.005117531",1.0,open
1750851664.2297754,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6081556,-0.0794921,0.3613713","0.9989559,0.024886455,0.037684016,0.0065452433",1.0,open
1750851664.2798202,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.6034183,-0.059059553,0.37533557","0.9990282,0.02527665,0.034983717,0.008666238",1.0,open
1750851664.3299956,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.59836286,-0.038638607,0.38751838","0.9990288,0.026740149,0.033079814,0.011286342",1.0,open
1750851664.3800898,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5930394,-0.018947486,0.39781275","0.99895006,0.029886773,0.031595934,0.014228943",1.0,open
1750851664.4300182,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5882398,-0.00039112236,0.406542","0.9988014,0.033404198,0.03143523,0.016940128",1.0,open
1750851664.4797637,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.58412516,0.016787805,0.41387016","0.9986522,0.035750054,0.032567825,0.01871275",1.0,open
1750851664.5300112,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5803665,0.03159517,0.4195207","0.99847776,0.038475383,0.033501662,0.020848732",1.0,open
1750851664.5804062,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57717144,0.043631043,0.42413867","0.99827486,0.041442055,0.034727722,0.02278141",1.0,open
1750851664.6301403,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5750992,0.052774053,0.42783108","0.99805695,0.043887824,0.03694474,0.024217056",1.0,open
1750851664.679851,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57397956,0.05880003,0.43104684","0.99777764,0.046798516,0.039979875,0.025426477",1.0,open
1750851664.7298255,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57330036,0.06214685,0.43357098","0.99752825,0.049426157,0.04233505,0.026408028",1.0,open
1750851664.7798467,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57299393,0.063441336,0.43558764","0.99737805,0.050403617,0.044208508,0.02715233",1.0,open
1750851664.8301528,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5728299,0.06336566,0.43704504","0.9973095,0.05025205,0.045526255,0.02776668",1.0,open
1750851664.8798475,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5727311,0.06265209,0.43804944","0.9972845,0.04965914,0.046409454,0.028265763",1.0,open
1750851664.930153,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5727059,0.061926555,0.43860558","0.99726796,0.0493677,0.046877153,0.028585022",1.0,open
1750851664.9800005,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57272124,0.061592203,0.43872863","0.99727166,0.04915105,0.04697807,0.028663615",1.0,open
1750851665.0298705,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5727238,0.06166325,0.43865186","0.9972724,0.04921595,0.046916027,0.028629791",1.0,open
1750851665.0798845,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57272875,0.061844017,0.43858314","0.99726766,0.04936649,0.046882406,0.028589984",1.0,open
1750851665.130005,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5727628,0.06186752,0.43841854","0.9972736,0.049403608,0.04675551,0.028525509",1.0,open
1750851665.1797457,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57283616,0.061768558,0.43805486","0.9972947,0.049359806,0.04643388,0.028389636",1.0,open
1750851665.2302492,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57295924,0.061580714,0.43745852","0.9973323,0.049252663,0.0458961,0.028129522",1.0,open
1750851665.2800834,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5730506,0.061451863,0.43673655","0.9973729,0.049197942,0.045239806,0.02784583",1.0,open
1750851665.3298616,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5731397,0.061384495,0.43599454","0.9974112,0.04920124,0.044567477,0.027551612",1.0,open
1750851665.380152,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57325965,0.06133064,0.43523833","0.9974495,0.049218476,0.043888334,0.0272203",1.0,open
1750851665.429793,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5734223,0.061253168,0.4343726","0.9974939,0.04922087,0.043115772,0.026820438",1.0,open
1750851665.479836,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5736054,0.061167084,0.43335995","0.99754494,0.04922515,0.04220765,0.026355945",1.0,open
1750851665.5298383,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57380396,0.06106655,0.4322648","0.9975988,0.04922818,0.041229665,0.025855355",1.0,open
1750851665.5801697,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5739969,0.06096389,0.43117106","0.99765176,0.049223248,0.04025194,0.025358014",1.0,open
1750851665.6298034,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5741711,0.060878236,0.43013734","0.9977001,0.04922855,0.03932777,0.024890957",1.0,open
1750851665.679859,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57433116,0.060803868,0.42917556","0.99774396,0.049237702,0.038467858,0.024453737",1.0,open
1750851665.7298803,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5745069,0.060727067,0.42818183","0.99778825,0.04924921,0.03758316,0.023997027",1.0,open
1750851665.7800782,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57470465,0.060635533,0.42702767","0.997839,0.049251832,0.036552597,0.02346792",1.0,open
1750851665.829805,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5749254,0.0605285,0.4257303","0.9978941,0.049259022,0.0353971,0.022871252",1.0,open
1750851665.8800302,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57514644,0.060414016,0.424378","0.99795026,0.049256586,0.0341896,0.022255626",1.0,open
1750851665.930153,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57535803,0.060320072,0.42306247","0.9980023,0.0492697,0.033018354,0.021655178",1.0,open
1750851665.9797862,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5755747,0.0602251,0.42173746","0.9980531,0.049281538,0.03183863,0.02104505",1.0,open
1750851666.030096,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57580364,0.060115296,0.42031467","0.9981062,0.04928353,0.030571507,0.020389197",1.0,open
1750851666.0798385,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57603866,0.059997745,0.41881543","0.9981598,0.04928523,0.029238557,0.019703865",1.0,open
1750851666.1299782,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57625407,0.05989387,0.41738456","0.9982086,0.049292393,0.027964966,0.01905426",1.0,open
1750851666.1799052,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.576458,0.0597993,0.41600624","0.9982537,0.04929796,0.026739223,0.018422583",1.0,open
1750851666.2299078,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5766689,0.05971235,0.4146297","0.9982964,0.049314965,0.025518728,0.017787261",1.0,open
1750851666.27997,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57689315,0.059595644,0.41310146","0.9983426,0.04931066,0.024160858,0.017089441",1.0,open
1750851666.3298995,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57712287,0.05948579,0.41148242","0.99838835,0.04931814,0.02272305,0.016349921",1.0,open
1750851666.3799155,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5773441,0.059372164,0.4098851","0.99843127,0.049317826,0.021304185,0.015623495",1.0,open
1750851666.430341,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5775688,0.05928006,0.40827292","0.99847096,0.04933797,0.0198783,0.014884038",1.0,open
1750851666.4800112,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5778087,0.059172206,0.40650868","0.9985122,0.049346957,0.018314403,0.01407139",1.0,open
1750851666.5299726,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5780446,0.05905011,0.4046992","0.9985518,0.049343143,0.016710091,0.013249203",1.0,open
1750851666.580284,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.57827044,0.058952257,0.40292573","0.99858654,0.049357314,0.0151403835,0.01243718",1.0,open
1750851666.6297889,"0.0,0.0,0.0,-1.59695,0.0,2.5307,0.0",,"0.5785003,0.058851976,0.40114856","0.99861854,0.049366087,0.013570479,0.011618621",1.0,open
